X,SimNet_simple.sPDC.udpApp[0]/endToEndDelay:vector
2.000946096,0.000946096
2.200946096,0.000946096
2.400946096,0.000946096
2.600946096,0.000946096
2.800946096,0.000946096
3.000946096,0.000946096
3.200946096,0.000946096
3.400946096,0.000946096
3.600946096,0.000946096
3.800946096,0.000946096
4.000946096,0.000946096
4.200946096,0.000946096
4.400946096,0.000946096
4.600946096,0.000946096
4.800946096,0.000946096
5.001108224,0.00110822
5.200946096,0.000946096
5.400946096,0.000946096
5.600946096,0.000946096
5.800946096,0.000946096
6.000946096,0.000946096
6.200946096,0.000946096
6.400946096,0.000946096
6.671530096,0.0715301
6.872714096,0.0727141
7.074010096,0.0740101
7.273190096,0.0731901
7.472370096,0.0723701
7.671550096,0.0715501
7.870730096,0.0707301
8.069910096,0.0699101
8.269090096,0.0690901
8.468270096,0.0682701
8.667450096,0.0674501
8.866630096,0.0666301
9.065810096,0.0658101
9.264990096,0.0649901
9.464170096,0.0641701
9.663350096,0.0633501
9.862530096,0.0625301
10.061710096,0.0617101
10.260890096,0.0608901
10.460070096,0.0600701
10.659250096,0.0592501
10.858430096,0.0584301
11.057610096,0.0576101
11.257330096,0.0573301
11.457590096,0.0575901
11.657850096,0.0578501
11.858110096,0.0581101
12.058370096,0.0583701
12.258630096,0.0586301
12.458890096,0.0588901
12.659150096,0.0591501
12.859410096,0.0594101
13.059670096,0.0596701
13.259930096,0.0599301
13.460190096,0.0601901
13.660450096,0.0604501
13.860710096,0.0607101
14.060970096,0.0609701
14.261230096,0.0612301
14.461490096,0.0614901
14.661750096,0.0617501
14.862010096,0.0620101
15.062270096,0.0622701
15.262530096,0.0625301
15.462790096,0.0627901
15.663050096,0.0630501
15.863310096,0.0633101
16.063570096,0.0635701
16.263830096,0.0638301
16.464090096,0.0640901
16.664350096,0.0643501
16.864610096,0.0646101
17.064870096,0.0648701
17.265130096,0.0651301
17.465390096,0.0653901
17.665650096,0.0656501
17.865910096,0.0659101
18.066170096,0.0661701
18.266430096,0.0664301
18.466690096,0.0666901
18.666950096,0.0669501
18.867210096,0.0672101
19.067470096,0.0674701
19.267730096,0.0677301
19.467990096,0.0679901
19.668250096,0.0682501
19.868510096,0.0685101
20.068770096,0.0687701
20.269030096,0.0690301
20.469290096,0.0692901
20.669550096,0.0695501
20.871810096,0.0718101
21.072070096,0.0720701
21.272330096,0.0723301
21.472590096,0.0725901
21.672850096,0.0728501
21.873110096,0.0731101
22.073370096,0.0733701
22.273630096,0.0736301
22.473890096,0.0738901
22.674150096,0.0741501
22.874410096,0.0744101
23.074670096,0.0746701
23.274930096,0.0749301
23.475190096,0.0751901
23.675450096,0.0754501
23.875710096,0.0757101
24.075970096,0.0759701
24.276230096,0.0762301
24.476490096,0.0764901
24.676750096,0.0767501
24.877010096,0.0770101
25.077270096,0.0772701
25.277530096,0.0775301
25.477790096,0.0777901
25.678050096,0.0780501
25.878310096,0.0783101
26.078570096,0.0785701
26.278830096,0.0788301
26.479090096,0.0790901
26.679350096,0.0793501
26.879610096,0.0796101
27.079870096,0.0798701
27.280130096,0.0801301
27.480390096,0.0803901
