X,SimNet_simple.Receiver.udpApp[0]/endToEndDelay:vector
10.004072192,0.624072
10.010028192,0.625028
10.015984192,0.625984
10.021940192,0.62694
10.028836192,0.623836
10.034792192,0.624792
10.040748192,0.625748
10.046704192,0.621704
10.052660192,0.62266
10.058616192,0.623616
10.064572192,0.624572
10.070528192,0.625528
10.076484192,0.626484
10.082440192,0.62244
10.088396192,0.623396
10.094352192,0.624352
10.100308192,0.625308
10.106264192,0.626264
10.112220192,0.62222
10.118176192,0.623176
10.124132192,0.624132
10.130088192,0.625088
10.136044192,0.626044
10.142000192,0.622
10.147956192,0.622956
10.153912192,0.623912
10.159868192,0.624868
10.165824192,0.625824
10.171780192,0.62178
10.177736192,0.622736
10.183692192,0.623692
10.189648192,0.624648
10.195604192,0.625604
10.201560192,0.62656
10.207516192,0.622516
10.213472192,0.623472
10.219428192,0.624428
10.226324192,0.626324
10.232280192,0.62228
10.238236192,0.623236
10.244192192,0.624192
10.250148192,0.625148
10.256104192,0.626104
10.262060192,0.62206
10.268016192,0.623016
10.273972192,0.623972
10.279928192,0.624928
10.285884192,0.625884
10.291840192,0.62184
10.297796192,0.622796
10.303752192,0.623752
10.309708192,0.624708
10.315664192,0.625664
10.321620192,0.62162
10.327576192,0.622576
10.333532192,0.623532
10.339488192,0.624488
10.345444192,0.625444
10.351400192,0.6264
10.357356192,0.622356
10.363312192,0.623312
10.369268192,0.624268
10.375224192,0.625224
10.381180192,0.62618
10.387136192,0.622136
10.393092192,0.623092
10.399048192,0.624048
10.405004192,0.625004
10.410960192,0.62596
10.416916192,0.626916
10.422872192,0.627872
10.429768192,0.624768
10.435724192,0.625724
10.441680192,0.62168
10.447636192,0.622636
10.453592192,0.623592
10.459548192,0.624548
10.465504192,0.625504
10.471460192,0.62646
10.477416192,0.622416
10.483372192,0.623372
10.489328192,0.624328
10.495284192,0.625284
10.501240192,0.62624
10.507196192,0.622196
10.513152192,0.623152
10.519108192,0.624108
10.525064192,0.625064
10.531020192,0.62602
10.536976192,0.621976
10.542932192,0.622932
10.548888192,0.623888
10.554844192,0.624844
10.560800192,0.6258
10.566756192,0.621756
10.572712192,0.622712
10.578668192,0.623668
10.584624192,0.624624
10.590580192,0.62558
10.596536192,0.626536
10.602492192,0.622492
10.608448192,0.623448
10.614404192,0.624404
10.620360192,0.62536
10.627256192,0.622256
10.633212192,0.623212
10.639168192,0.624168
10.645124192,0.625124
10.651080192,0.62608
10.657036192,0.622036
10.662992192,0.622992
10.668948192,0.623948
10.674904192,0.624904
10.680860192,0.62586
10.686816192,0.621816
10.692772192,0.622772
10.698728192,0.623728
10.704684192,0.624684
10.710640192,0.62564
10.716596192,0.621596
10.722552192,0.622552
10.728508192,0.623508
10.734464192,0.624464
10.740420192,0.62542
10.746376192,0.626376
10.752332192,0.622332
10.758288192,0.623288
10.764244192,0.624244
10.770200192,0.6252
10.776156192,0.626156
10.782112192,0.622112
10.788068192,0.623068
10.794024192,0.624024
10.799980192,0.62498
10.805936192,0.625936
10.811892192,0.626892
10.817848192,0.627848
10.823804192,0.628804
10.830700192,0.6257
