X,SimNet_simple.PIM2.ppp[0].queue/queueLength:vector
25.858980192,0
25.955938232,1
25.958980192,0
26.000024192,1
26.000944064,0
26.055157232,1
26.058980192,0
26.155928232,1
26.158980192,0
26.200024192,1
26.200944064,0
26.255938232,1
26.258980192,0
26.355938232,1
26.358980192,0
26.400024192,1
26.400944064,0
26.456090232,1
26.458980192,0
26.555926232,1
26.558980192,0
26.600024192,1
26.600944064,0
26.655901232,1
26.658980192,0
26.756015232,1
26.758980192,0
26.800024192,1
26.800944064,0
26.855810232,1
26.858980192,0
26.956176232,1
26.958980192,0
27.000024192,1
27.000944064,0
27.055938232,1
27.058980192,0
27.155934232,1
27.158980192,0
27.200024192,1
27.200944064,0
27.256139232,1
27.258980192,0
27.355924232,1
27.358980192,0
27.400024192,1
27.400944064,0
27.455943232,1
27.458980192,0
27.555883232,1
27.558980192,0
27.600024192,1
27.600944064,0
27.655936232,1
27.658980192,0
27.755916232,1
27.758980192,0
27.800024192,1
27.800944064,0
27.855930232,1
27.858980192,0
27.955938232,1
27.958980192,0
28.000024192,1
28.000944064,0
28.055947232,1
28.058980192,0
28.155131232,1
28.158980192,0
28.200024192,1
28.200944064,0
28.255928232,1
28.258980192,0
28.355944232,1
28.358980192,0
28.400024192,1
28.400944064,0
28.455925232,1
28.458980192,0
28.555126232,1
28.558980192,0
28.600024192,1
28.600944064,0
28.655936232,1
28.658980192,0
28.755947232,1
28.758980192,0
28.800024192,1
28.800944064,0
28.855933232,1
28.858980192,0
28.955928232,1
28.958980192,0
29.000024192,1
29.000944064,0
29.055125232,1
29.058980192,0
29.155935232,1
29.158980192,0
29.200024192,1
29.200944064,0
29.255945232,1
29.258980192,0
29.355927232,1
29.358980192,0
29.400024192,1
29.400944064,0
29.456063232,1
29.458980192,0
29.555930232,1
29.558980192,0
29.600024192,1
29.600944064,0
29.655942232,1
29.658980192,0
29.756727232,1
29.758980192,0
29.800024192,1
29.800944064,0
29.855928232,1
29.858980192,0
29.955111232,1
29.958980192,0
30.000024192,1
30.000944064,0
30.055927232,1
30.058980192,0
30.155941232,1
30.158980192,0
30.200024192,1
30.200944064,0
30.255942232,1
30.258980192,0
30.356248232,1
30.358980192,0
30.400024192,1
30.400944064,0
30.455930232,1
30.458980192,0
30.555940232,1
30.558980192,0
30.600024192,1
30.600944064,0
30.655827232,1
30.658980192,0
30.756046232,1
30.758980192,0
30.800024192,1
30.800944064,0
30.855930232,1
30.858980192,0
30.955937232,1
30.958980192,0
31.000024192,1
31.000944064,0
31.055939232,1
31.058980192,0
31.155932232,1
31.158980192,0
31.200024192,1
31.200944064,0
31.250024192,1
31.250156,0
31.256130232,1
31.258980192,0
31.355820232,1
31.358980192,0
31.400024192,1
31.400944064,0
31.455948232,1
31.458980192,0
31.555933232,1
31.558980192,0
31.600024192,1
31.600944064,0
31.655931232,1
31.658980192,0
31.756114232,1
31.758980192,0
31.800024192,1
31.800944064,0
31.855931232,1
31.858980192,0
31.955944232,1
31.958980192,0
32.000024192,1
32.000944064,0
32.055932232,1
32.058980192,0
32.155924232,1
32.158980192,0
32.200024192,1
32.200944064,0
32.255131232,1
32.258980192,0
32.355931232,1
32.358980192,0
32.400024192,1
32.400944064,0
32.455952232,1
32.458980192,0
32.555929232,1
32.558980192,0
32.600024192,1
32.600944064,0
32.655938232,1
32.658980192,0
32.755125232,1
32.758980192,0
32.800024192,1
32.800944064,0
32.855931232,1
32.858980192,0
32.955936232,1
32.958980192,0
33.000024192,1
33.000944064,0
33.055933232,1
33.058980192,0
33.156050232,1
33.158980192,0
33.200024192,1
33.200944064,0
33.255729232,1
33.258980192,0
33.355832232,1
33.358980192,0
33.400024192,1
33.400944064,0
33.455829232,1
33.458980192,0
33.555943232,1
33.558980192,0
33.600024192,1
33.600944064,0
33.655091232,1
33.658980192,0
33.755888232,1
33.758980192,0
33.800024192,1
33.800944064,0
33.855897232,1
33.858980192,0
33.955892232,1
33.958980192,0
34.000024192,1
34.000944064,0
34.055986232,1
34.058980192,0
34.155154232,1
34.158980192,0
34.200024192,1
34.200944064,0
34.236258686287,1
34.238980192,0
34.255825232,1
34.258980192,0
34.355821232,1
34.358980192,0
34.400024192,1
34.400944064,0
34.455936232,1
34.458980192,0
34.555129232,1
34.558980192,0
34.600024192,1
34.600944064,0
34.655934232,1
34.658980192,0
34.755937232,1
34.758980192,0
34.800024192,1
34.800944064,0
34.855928232,1
34.858980192,0
34.956084232,1
34.958980192,0
35.000024192,1
35.000944064,0
35.055950232,1
35.058980192,0
35.155937232,1
35.158980192,0
35.200024192,1
35.200944064,0
35.256097232,1
35.258980192,0
35.355925232,1
35.358980192,0
35.400024192,1
35.400944064,0
35.455947232,1
35.458980192,0
35.555923232,1
35.558980192,0
35.600024192,1
35.600944064,0
35.655934232,1
35.658980192,0
35.756046232,1
35.758980192,0
35.800024192,1
35.800944064,0
35.855920232,1
35.858980192,0
35.955950232,1
35.958980192,0
36.000024192,1
36.000944064,0
36.055828232,1
36.058980192,0
36.155819232,1
36.158980192,0
36.200024192,1
36.200944064,0
36.256067232,1
36.258980192,0
36.355927232,1
36.358980192,0
36.400024192,1
36.400944064,0
36.455938232,1
36.458980192,0
36.555942232,1
36.558980192,0
36.600024192,1
36.600944064,0
36.655932232,1
36.658980192,0
36.755980232,1
36.758980192,0
36.800024192,1
36.800944064,0
36.855929232,1
36.858980192,0
36.955924232,1
36.958980192,0
37.000024192,1
37.000944064,0
37.055931232,1
37.058980192,0
37.155929232,1
37.158980192,0
37.200024192,1
37.200944064,0
37.255924232,1
37.258980192,0
37.355125232,1
37.358980192,0
37.400024192,1
37.400944064,0
37.455931232,1
37.458980192,0
37.555931232,1
37.558980192,0
37.600024192,1
37.600944064,0
37.655933232,1
37.658980192,0
37.755881232,1
37.758980192,0
37.800024192,1
37.800944064,0
37.856117232,1
37.858980192,0
37.955926232,1
37.958980192,0
38.000024192,1
38.000944064,0
38.055937232,1
38.058980192,0
38.155940232,1
38.158980192,0
38.200024192,1
38.200944064,0
38.255936232,1
38.258980192,0
38.356127232,1
38.358980192,0
38.400024192,1
38.400944064,0
38.455929232,1
38.458980192,0
38.555940232,1
38.558980192,0
38.600024192,1
38.600944064,0
38.655932232,1
38.658980192,0
38.755931232,1
38.758980192,0
38.800024192,1
38.800944064,0
38.856094232,1
38.858980192,0
38.955921232,1
38.958980192,0
39.000024192,1
39.000944064,0
39.055930232,1
39.058980192,0
39.155937232,1
39.158980192,0
39.200024192,1
39.200944064,0
39.255943232,1
39.258980192,0
39.356040232,1
39.358980192,0
39.400024192,1
39.400944064,0
39.455167232,1
39.458980192,0
39.555925232,1
39.558980192,0
39.600024192,1
39.600944064,0
39.656035232,1
39.658980192,0
39.755914232,1
39.758980192,0
39.800024192,1
39.800944064,0
39.855951232,1
39.858980192,0
39.955131232,1
39.958980192,0
40.000024192,1
40.000944064,0
40.055951232,1
40.058980192,0
40.155938232,1
40.158980192,0
40.200024192,1
40.200944064,0
40.255938232,1
40.258980192,0
40.355988232,1
40.358980192,0
40.400024192,1
40.400944064,0
40.455133232,1
40.458980192,0
40.555936232,1
40.558980192,0
40.600024192,1
40.600944064,0
40.655823232,1
40.658980192,0
40.755827232,1
40.758980192,0
40.800024192,1
40.800944064,0
40.855990232,1
40.858980192,0
40.955919232,1
40.958980192,0
41.000024192,1
41.000944064,0
41.055940232,1
41.058980192,0
41.155936232,1
41.158980192,0
41.200024192,1
41.200944064,0
41.255885232,1
41.258980192,0
41.356115232,1
41.358980192,0
41.400024192,1
41.400944064,0
41.455937232,1
41.458980192,0
41.555931232,1
41.558980192,0
41.600024192,1
41.600944064,0
41.655944232,1
41.658980192,0
41.755890232,1
41.758980192,0
41.800024192,1
41.800944064,0
41.855968232,1
41.858980192,0
41.955129232,1
41.958980192,0
42.000024192,1
42.000944064,0
42.055932232,1
42.058980192,0
42.155933232,1
42.158980192,0
42.200024192,1
42.200944064,0
42.255956232,1
42.258980192,0
42.355917232,1
42.358980192,0
42.400024192,1
42.400944064,0
42.455931232,1
42.458980192,0
42.555930232,1
42.558980192,0
42.600024192,1
42.600944064,0
42.655936232,1
42.658980192,0
42.755931232,1
42.758980192,0
42.800024192,1
42.800944064,0
42.855121232,1
42.858980192,0
42.961272232,1
42.963980192,0
43.000024192,1
43.000944064,0
43.055952232,1
43.058980192,0
43.155941232,1
43.158980192,0
43.200024192,1
43.200944064,0
43.255935232,1
43.258980192,0
43.355134232,1
43.358980192,0
43.400024192,1
43.400944064,0
43.455941232,1
43.458980192,0
43.555934232,1
43.558980192,0
43.600024192,1
43.600944064,0
43.655941232,1
43.658980192,0
43.755880232,1
43.758980192,0
43.800024192,1
43.800944064,0
43.855150232,1
43.858980192,0
43.955923232,1
43.958980192,0
44.000024192,1
44.000944064,0
44.055934232,1
44.058980192,0
44.155935232,1
44.158980192,0
44.200024192,1
44.200944064,0
44.256002232,1
44.258980192,0
44.355924232,1
44.358980192,0
44.400024192,1
44.400944064,0
44.455837232,1
44.458980192,0
44.555744232,1
44.558980192,0
44.600024192,1
44.600944064,0
44.655937232,1
44.658980192,0
44.756052232,1
44.758980192,0
44.800024192,1
44.800944064,0
44.855943232,1
44.858980192,0
44.955952232,1
44.958980192,0
45.000024192,1
45.000944064,0
45.055946232,1
45.058980192,0
45.155926232,1
45.158980192,0
45.200024192,1
45.200944064,0
45.255107232,1
45.258980192,0
45.355933232,1
45.358980192,0
45.400024192,1
45.400944064,0
45.455939232,1
45.458980192,0
45.555933232,1
45.558980192,0
45.600024192,1
45.600944064,0
45.655941232,1
45.658980192,0
45.755996232,1
45.758980192,0
45.800024192,1
45.800944064,0
45.855923232,1
45.858980192,0
45.955934232,1
45.958980192,0
46.000024192,1
46.000944064,0
46.055941232,1
46.058980192,0
46.155936232,1
46.158980192,0
46.200024192,1
46.200944064,0
46.255847232,1
46.258980192,0
46.355130232,1
46.358980192,0
46.400024192,1
46.400944064,0
46.455922232,1
46.458980192,0
46.555939232,1
46.558980192,0
46.600024192,1
46.600944064,0
46.655936232,1
46.658980192,0
46.755956232,1
46.758980192,0
46.800024192,1
46.800944064,0
46.856059232,1
46.858980192,0
46.955927232,1
46.958980192,0
47.000024192,1
47.000944064,0
47.055945232,1
47.058980192,0
47.155931232,1
47.158980192,0
47.200024192,1
47.200944064,0
47.255934232,1
47.258980192,0
47.356636232,1
47.358980192,0
47.400024192,1
47.400944064,0
47.455940232,1
47.458980192,0
47.555952232,1
47.558980192,0
47.600024192,1
47.600944064,0
47.655922232,1
47.658980192,0
47.755933232,1
47.758980192,0
47.800024192,1
47.800944064,0
47.855881232,1
47.858980192,0
47.956190232,1
47.958980192,0
48.000024192,1
48.000944064,0
48.055935232,1
48.058980192,0
48.155934232,1
48.158980192,0
48.200024192,1
48.200944064,0
48.255924232,1
48.258980192,0
48.355024192,1
48.355549232,0
48.400024192,1
48.400944064,0
48.455918232,1
48.458980192,0
48.555928232,1
48.558980192,0
48.600024192,1
48.600944064,0
48.655950232,1
48.658980192,0
48.755931232,1
48.758980192,0
48.800024192,1
48.800944064,0
48.855933232,1
48.858980192,0
48.956094232,1
48.958980192,0
49.000024192,1
49.000944064,0
49.055921232,1
49.058980192,0
49.155944232,1
49.158980192,0
49.200024192,1
49.200944064,0
49.255934232,1
49.258980192,0
49.355944232,1
49.358980192,0
49.400024192,1
49.400944064,0
49.455915232,1
49.458980192,0
49.555047232,1
49.558980192,0
49.600024192,1
49.600944064,0
49.655904232,1
49.658980192,0
49.755887232,1
49.758980192,0
49.800024192,1
49.800944064,0
49.855892232,1
49.858980192,0
49.955883232,1
49.958980192,0
50.000024192,1
50.000944064,0
50.055089232,1
50.058980192,0
50.155903232,1
50.158980192,0
50.200024192,1
50.200944064,0
50.255894232,1
50.258980192,0
50.355896232,1
50.358980192,0
50.400024192,1
50.400944064,0
50.455887232,1
50.458980192,0
50.555879232,1
50.558980192,0
50.600024192,1
50.600944064,0
50.655893232,1
50.658980192,0
50.755886232,1
50.758980192,0
50.800024192,1
50.800944064,0
50.855880232,1
50.858980192,0
50.955889232,1
50.958980192,0
51.000024192,1
51.000944064,0
51.055780232,1
51.058980192,0
51.155959232,1
51.158980192,0
51.200024192,1
51.200944064,0
51.255055232,1
51.258980192,0
51.355950232,1
51.358980192,0
51.400024192,1
51.400944064,0
51.455943232,1
51.458980192,0
51.555942232,1
51.558980192,0
51.600024192,1
51.600944064,0
51.655942232,1
51.658980192,0
51.755933232,1
51.758980192,0
51.800024192,1
51.800944064,0
51.855113232,1
51.858980192,0
51.955925232,1
51.958980192,0
52.000024192,1
52.000944064,0
52.055940232,1
52.058980192,0
52.155937232,1
52.158980192,0
52.200024192,1
52.200944064,0
52.255939232,1
52.258980192,0
52.355930232,1
52.358980192,0
52.400024192,1
52.400944064,0
52.455126232,1
52.458980192,0
52.555929232,1
52.558980192,0
52.600024192,1
52.600944064,0
52.655954232,1
52.658980192,0
52.755936232,1
52.758980192,0
52.800024192,1
52.800944064,0
52.855941232,1
52.858980192,0
52.956057232,1
52.958980192,0
53.000024192,1
53.000944064,0
53.055136232,1
53.058980192,0
53.155927232,1
53.158980192,0
53.200024192,1
53.200944064,0
53.255921232,1
53.258980192,0
53.355928232,1
53.358980192,0
53.400024192,1
53.400944064,0
53.455930232,1
53.458980192,0
53.555919232,1
53.558980192,0
53.600024192,1
53.600944064,0
53.655144232,1
53.658980192,0
53.755888232,1
53.758980192,0
53.800024192,1
53.800944064,0
53.855782232,1
53.858980192,0
53.955886232,1
53.958980192,0
54.000024192,1
54.000944064,0
54.056013232,1
54.058980192,0
54.155119232,1
54.158980192,0
54.200024192,1
54.200944064,0
54.255933232,1
54.258980192,0
54.355938232,1
54.358980192,0
54.400024192,1
54.400944064,0
54.455935232,1
54.458980192,0
54.555930232,1
54.558980192,0
54.600024192,1
54.600944064,0
54.655055232,1
54.658980192,0
54.755923232,1
54.758980192,0
54.800024192,1
54.800944064,0
54.855933232,1
54.858980192,0
54.955939232,1
54.958980192,0
55.000024192,1
55.000944064,0
55.055936232,1
55.058980192,0
55.155931232,1
55.158980192,0
55.200024192,1
55.200944064,0
55.255920232,1
55.258980192,0
55.355919232,1
55.358980192,0
55.400024192,1
55.400944064,0
55.455938232,1
55.458980192,0
55.555936232,1
55.558980192,0
55.600024192,1
55.600944064,0
55.655942232,1
55.658980192,0
55.755971232,1
55.758980192,0
55.800024192,1
55.800944064,0
55.855134232,1
55.858980192,0
55.955937232,1
55.958980192,0
56.000024192,1
56.000944064,0
56.055928232,1
56.058980192,0
56.155939232,1
56.158980192,0
56.200024192,1
56.200944064,0
56.255936232,1
56.258980192,0
56.355918232,1
56.358980192,0
56.400024192,1
56.400944064,0
56.455136232,1
56.458980192,0
56.555929232,1
56.558980192,0
56.600024192,1
56.600944064,0
56.655936232,1
56.658980192,0
56.755938232,1
56.758980192,0
56.800024192,1
56.800944064,0
56.855941232,1
56.858980192,0
56.955921232,1
56.958980192,0
57.000024192,1
57.000944064,0
57.055116232,1
57.058980192,0
57.155932232,1
57.158980192,0
57.200024192,1
57.200944064,0
57.255935232,1
57.258980192,0
57.355933232,1
57.358980192,0
57.400024192,1
57.400944064,0
57.455941232,1
57.458980192,0
57.555976232,1
57.558980192,0
57.600024192,1
57.600944064,0
57.655117232,1
57.658980192,0
57.755436232,1
57.758980192,0
57.800024192,1
57.800944064,0
57.855910232,1
57.858980192,0
57.955882232,1
57.958980192,0
58.000024192,1
58.000944064,0
58.055885232,1
58.058980192,0
58.155961232,1
58.158980192,0
58.200024192,1
58.200944064,0
58.255129232,1
58.258980192,0
58.355934232,1
58.358980192,0
58.400024192,1
58.400944064,0
58.455890232,1
58.458980192,0
58.555890232,1
58.558980192,0
58.600024192,1
58.600944064,0
58.655823232,1
58.658980192,0
58.755930232,1
58.758980192,0
58.800024192,1
58.800944064,0
58.855139232,1
58.858980192,0
58.955938232,1
58.958980192,0
59.000024192,1
59.000944064,0
59.055961232,1
59.058980192,0
59.155937232,1
59.158980192,0
59.200024192,1
59.200944064,0
59.255953232,1
59.258980192,0
59.355933232,1
59.358980192,0
59.400024192,1
59.400944064,0
59.455895232,1
59.458980192,0
59.555942232,1
59.558980192,0
59.600024192,1
59.600944064,0
59.655964232,1
59.658980192,0
59.755936232,1
59.758980192,0
59.800024192,1
59.800944064,0
59.855941232,1
