X,SimNet_simple.Receiver.udpApp[0]/endToEndDelay:vector
10.005244192,0.640244
10.011200192,0.6412
10.017156192,0.642156
10.023112192,0.643112
10.029068192,0.644068
10.035024192,0.640024
10.040980192,0.64098
10.047876192,0.642876
10.053832192,0.643832
10.059788192,0.639788
10.065744192,0.640744
10.071700192,0.6417
10.077656192,0.642656
10.083612192,0.643612
10.089568192,0.639568
10.095524192,0.640524
10.101480192,0.64148
10.107436192,0.642436
10.113392192,0.643392
10.119348192,0.644348
10.125304192,0.640304
10.131260192,0.64126
10.137216192,0.642216
10.143172192,0.643172
10.149128192,0.644128
10.155084192,0.640084
10.161040192,0.64104
10.166996192,0.641996
10.172952192,0.642952
10.178908192,0.643908
10.184864192,0.639864
10.190820192,0.64082
10.196776192,0.641776
10.202732192,0.642732
10.208688192,0.643688
10.214644192,0.639644
10.220600192,0.6406
10.226556192,0.641556
10.232512192,0.642512
10.238468192,0.643468
10.244424192,0.639424
10.251320192,0.64132
10.257276192,0.642276
10.263232192,0.643232
10.269188192,0.644188
10.275144192,0.640144
10.281100192,0.6411
10.287056192,0.642056
10.293012192,0.643012
10.298968192,0.643968
10.304924192,0.639924
10.310880192,0.64088
10.316836192,0.641836
10.322792192,0.642792
10.328748192,0.643748
10.334704192,0.639704
10.340660192,0.64066
10.346616192,0.641616
10.352572192,0.642572
10.358528192,0.643528
10.364484192,0.639484
10.370440192,0.64044
10.376396192,0.641396
10.382352192,0.642352
10.388308192,0.643308
10.394264192,0.644264
10.400220192,0.64022
10.406176192,0.641176
10.412132192,0.642132
10.418088192,0.643088
10.424044192,0.644044
10.430000192,0.64
10.435956192,0.640956
10.441912192,0.641912
10.448808192,0.643808
10.454764192,0.639764
10.460720192,0.64072
10.466676192,0.641676
10.472632192,0.642632
10.478588192,0.643588
10.484544192,0.639544
10.490500192,0.6405
10.496456192,0.641456
10.502412192,0.642412
10.508368192,0.643368
10.514324192,0.644324
10.520280192,0.64028
10.526236192,0.641236
10.532192192,0.642192
10.538148192,0.643148
10.544104192,0.644104
10.550060192,0.64006
10.556016192,0.641016
10.561972192,0.641972
10.567928192,0.642928
10.573884192,0.643884
10.579840192,0.63984
10.585796192,0.640796
10.591752192,0.641752
10.597708192,0.642708
10.603664192,0.643664
10.609620192,0.63962
10.615576192,0.640576
10.621532192,0.641532
10.627488192,0.642488
10.633444192,0.643444
10.639400192,0.6444
10.645356192,0.640356
10.652252192,0.642252
