X,SimNet_simple.sPDC.udpApp[0]/endToEndDelay:vector
33.644646096,0.0446461
33.844906096,0.0449061
34.045166096,0.0451661
34.245426096,0.0454261
34.445686096,0.0456861
34.640990096,0.0409901
34.841250096,0.0412501
35.041510096,0.0415101
35.241950096,0.0419501
35.442210096,0.0422101
35.642470096,0.0424701
35.844962096,0.0449621
36.045222096,0.0452221
36.245482096,0.0454821
36.445742096,0.0457421
36.641046096,0.0410461
36.841306096,0.0413061
37.041566096,0.0415661
37.241826096,0.0418261
37.442086096,0.0420861
37.642346096,0.0423461
37.842606096,0.0426061
38.042866096,0.0428661
38.243126096,0.0431261
38.443386096,0.0433861
38.643646096,0.0436461
38.843906096,0.0439061
39.044166096,0.0441661
39.244426096,0.0444261
39.444686096,0.0446861
39.644946096,0.0449461
39.845206096,0.0452061
40.045466096,0.0454661
40.245726096,0.0457261
40.441030096,0.0410301
40.641290096,0.0412901
40.841550096,0.0415501
41.041810096,0.0418101
41.242070096,0.0420701
41.442330096,0.0423301
41.642590096,0.0425901
41.842850096,0.0428501
42.043110096,0.0431101
42.243370096,0.0433701
42.443630096,0.0436301
42.643890096,0.0438901
42.844150096,0.0441501
43.044410096,0.0444101
43.244670096,0.0446701
43.444930096,0.0449301
43.645190096,0.0451901
43.845450096,0.0454501
44.045710096,0.0457101
44.241014096,0.0410141
44.441274096,0.0412741
44.641534096,0.0415341
44.841794096,0.0417941
45.042054096,0.0420541
45.242314096,0.0423141
45.442574096,0.0425741
45.642834096,0.0428341
45.843094096,0.0430941
46.043354096,0.0433541
46.243614096,0.0436141
46.443874096,0.0438741
46.644134096,0.0441341
46.844394096,0.0443941
47.044654096,0.0446541
47.244914096,0.0449141
47.445174096,0.0451741
47.645434096,0.0454341
47.845694096,0.0456941
48.040998096,0.0409981
48.241258096,0.0412581
48.441518096,0.0415181
48.641778096,0.0417781
48.842038096,0.0420381
49.042298096,0.0422981
49.242558096,0.0425581
49.442818096,0.0428181
49.643078096,0.0430781
49.843338096,0.0433381
50.043598096,0.0435981
50.243858096,0.0438581
50.444118096,0.0441181
50.644378096,0.0443781
50.844638096,0.0446381
51.044898096,0.0448981
51.245158096,0.0451581
51.445418096,0.0454181
51.645678096,0.0456781
51.840982096,0.0409821
52.041242096,0.0412421
52.241502096,0.0415021
52.441762096,0.0417621
52.642022096,0.0420221
52.842282096,0.0422821
53.042542096,0.0425421
53.242802096,0.0428021
53.443062096,0.0430621
53.643322096,0.0433221
53.843582096,0.0435821
54.043842096,0.0438421
54.244102096,0.0441021
54.444362096,0.0443621
54.644622096,0.0446221
54.844882096,0.0448821
55.045142096,0.0451421
55.245402096,0.0454021
55.445662096,0.0456621
55.640966096,0.0409661
55.841226096,0.0412261
56.041486096,0.0414861
56.241746096,0.0417461
56.442006096,0.0420061
56.642266096,0.0422661
56.842526096,0.0425261
57.042786096,0.0427861
57.243046096,0.0430461
57.443306096,0.0433061
57.643566096,0.0435661
57.843826096,0.0438261
58.044086096,0.0440861
58.244346096,0.0443461
58.444606096,0.0446061
58.644866096,0.0448661
58.845126096,0.0451261
59.045386096,0.0453861
59.245646096,0.0456461
59.440950096,0.0409501
59.641210096,0.0412101
59.841470096,0.0414701
60.041730096,0.0417301
60.241990096,0.0419901
60.442250096,0.0422501
60.642510096,0.0425101
60.842770096,0.0427701
61.043030096,0.0430301
61.243290096,0.0432901
61.443550096,0.0435501
61.643810096,0.0438101
61.844070096,0.0440701
62.044330096,0.0443301
62.244590096,0.0445901
62.444850096,0.0448501
62.645110096,0.0451101
62.845370096,0.0453701
63.041634096,0.0416341
63.245770096,0.0457701
63.444950096,0.0449501
63.644130096,0.0441301
63.843310096,0.0433101
64.042490096,0.0424901
64.241670096,0.0416701
64.445806096,0.0458061
64.644986096,0.0449861
64.844166096,0.0441661
65.043346096,0.0433461
65.242706096,0.0427061
65.441886096,0.0418861
65.641066096,0.0410661
65.845202096,0.0452021
66.044382096,0.0443821
66.243562096,0.0435621
66.442742096,0.0427421
66.641922096,0.0419221
66.841102096,0.0411021
67.045238096,0.0452381
67.244418096,0.0444181
67.443598096,0.0435981
67.642778096,0.0427781
67.841958096,0.0419581
68.041138096,0.0411381
68.245274096,0.0452741
68.444454096,0.0444541
68.643634096,0.0436341
68.842814096,0.0428141
69.041994096,0.0419941
69.241174096,0.0411741
69.445310096,0.0453101
69.644490096,0.0444901
69.843670096,0.0436701
