X,SimNet_simple.Receiver.udpApp[0]/endToEndDelay:vector
10.004916192,0.00491619
10.00899632,0.00399632
10.01399632,0.00399632
10.01899632,0.00399632
10.02399632,0.00399632
10.02899632,0.00399632
10.03399632,0.00399632
10.03899632,0.00399632
10.04399632,0.00399632
10.04899632,0.00399632
10.05399632,0.00399632
10.05899632,0.00399632
10.06399632,0.00399632
10.06899632,0.00399632
10.07399632,0.00399632
10.07899632,0.00399632
10.08399632,0.00399632
10.08899632,0.00399632
10.09399632,0.00399632
10.09899632,0.00399632
10.10399632,0.00399632
10.10899632,0.00399632
10.11399632,0.00399632
10.11899632,0.00399632
10.12399632,0.00399632
10.12924936,0.00424936
10.13399632,0.00399632
10.13899632,0.00399632
10.14399632,0.00399632
10.14899632,0.00399632
10.15399632,0.00399632
10.15899632,0.00399632
10.16399632,0.00399632
10.16899632,0.00399632
10.17399632,0.00399632
10.17899632,0.00399632
10.18399632,0.00399632
10.18899632,0.00399632
10.19399632,0.00399632
10.19899632,0.00399632
10.204916192,0.00491619
10.20899632,0.00399632
10.21399632,0.00399632
10.21899632,0.00399632
10.22399632,0.00399632
10.22945036,0.00445036
10.23399632,0.00399632
10.23899632,0.00399632
10.24399632,0.00399632
10.24899632,0.00399632
10.25399632,0.00399632
10.25899632,0.00399632
10.26399632,0.00399632
10.26899632,0.00399632
10.27399632,0.00399632
10.27899632,0.00399632
10.28399632,0.00399632
10.28899632,0.00399632
10.29399632,0.00399632
10.29899632,0.00399632
10.30399632,0.00399632
10.30899632,0.00399632
10.31399632,0.00399632
10.31899632,0.00399632
10.32399632,0.00399632
10.32899632,0.00399632
10.33399632,0.00399632
10.33899632,0.00399632
10.34399632,0.00399632
10.34899632,0.00399632
10.35399632,0.00399632
10.35899632,0.00399632
10.36399632,0.00399632
10.36899632,0.00399632
10.37399632,0.00399632
10.37899632,0.00399632
10.38399632,0.00399632
10.38899632,0.00399632
10.39399632,0.00399632
10.39899632,0.00399632
10.404916192,0.00491619
10.40899632,0.00399632
10.41399632,0.00399632
10.41899632,0.00399632
10.42399632,0.00399632
10.42899632,0.00399632
10.43399632,0.00399632
10.43899632,0.00399632
10.44399632,0.00399632
10.44899632,0.00399632
10.45399632,0.00399632
10.45899632,0.00399632
10.46399632,0.00399632
10.46899632,0.00399632
10.47399632,0.00399632
10.47899632,0.00399632
10.48399632,0.00399632
10.48899632,0.00399632
10.49399632,0.00399632
10.49899632,0.00399632
10.50399632,0.00399632
10.50899632,0.00399632
10.51399632,0.00399632
10.51899632,0.00399632
10.52399632,0.00399632
10.52929336,0.00429336
10.53399632,0.00399632
10.53899632,0.00399632
10.54399632,0.00399632
10.54899632,0.00399632
10.55399632,0.00399632
10.55899632,0.00399632
10.56399632,0.00399632
10.56899632,0.00399632
10.57399632,0.00399632
10.57899632,0.00399632
10.58399632,0.00399632
10.58899632,0.00399632
10.59399632,0.00399632
10.59899632,0.00399632
10.604916192,0.00491619
10.60899632,0.00399632
10.61399632,0.00399632
10.61899632,0.00399632
10.62399632,0.00399632
10.62929036,0.00429036
10.63399632,0.00399632
10.63899632,0.00399632
10.64399632,0.00399632
10.64899632,0.00399632
10.65399632,0.00399632
10.65899632,0.00399632
10.66399632,0.00399632
10.66899632,0.00399632
10.67399632,0.00399632
10.67899632,0.00399632
10.68399632,0.00399632
10.68899632,0.00399632
10.69399632,0.00399632
10.69899632,0.00399632
10.70399632,0.00399632
10.70899632,0.00399632
10.71399632,0.00399632
10.71899632,0.00399632
10.72399632,0.00399632
10.72899632,0.00399632
10.73399632,0.00399632
10.73899632,0.00399632
10.74399632,0.00399632
10.74899632,0.00399632
10.75399632,0.00399632
10.75899632,0.00399632
10.76399632,0.00399632
10.76899632,0.00399632
10.77399632,0.00399632
10.77899632,0.00399632
10.78399632,0.00399632
10.78899632,0.00399632
10.79399632,0.00399632
10.79899632,0.00399632
10.804916192,0.00491619
10.80899632,0.00399632
10.81399632,0.00399632
10.81899632,0.00399632
10.82399632,0.00399632
10.82899632,0.00399632
10.83399632,0.00399632
10.83899632,0.00399632
10.84399632,0.00399632
10.84899632,0.00399632
10.85399632,0.00399632
10.85899632,0.00399632
10.86399632,0.00399632
10.86899632,0.00399632
10.87399632,0.00399632
10.87899632,0.00399632
10.88399632,0.00399632
10.88899632,0.00399632
10.89399632,0.00399632
10.89899632,0.00399632
10.90399632,0.00399632
10.90899632,0.00399632
10.91399632,0.00399632
10.91899632,0.00399632
10.92399632,0.00399632
10.92924736,0.00424736
10.93399632,0.00399632
10.93899632,0.00399632
10.94399632,0.00399632
10.94899632,0.00399632
10.95399632,0.00399632
10.95899632,0.00399632
10.96399632,0.00399632
10.96899632,0.00399632
10.97399632,0.00399632
10.97899632,0.00399632
10.98399632,0.00399632
10.98899632,0.00399632
10.99399632,0.00399632
10.99899632,0.00399632
11.004916192,0.00491619
11.00899632,0.00399632
11.01399632,0.00399632
11.01899632,0.00399632
11.02399632,0.00399632
11.02942436,0.00442436
11.03399632,0.00399632
11.03899632,0.00399632
11.04399632,0.00399632
11.04899632,0.00399632
11.05399632,0.00399632
11.05899632,0.00399632
11.06399632,0.00399632
11.06899632,0.00399632
11.07399632,0.00399632
11.07899632,0.00399632
11.08399632,0.00399632
11.08899632,0.00399632
11.09399632,0.00399632
11.09899632,0.00399632
11.10399632,0.00399632
11.10899632,0.00399632
11.11399632,0.00399632
11.11899632,0.00399632
11.12399632,0.00399632
11.12952736,0.00452736
11.13399632,0.00399632
11.13899632,0.00399632
11.14399632,0.00399632
11.14899632,0.00399632
11.15399632,0.00399632
11.15899632,0.00399632
11.16399632,0.00399632
11.16899632,0.00399632
11.17399632,0.00399632
11.17899632,0.00399632
11.18399632,0.00399632
11.18899632,0.00399632
11.19399632,0.00399632
11.19899632,0.00399632
11.204916192,0.00491619
11.20899632,0.00399632
11.21399632,0.00399632
11.21899632,0.00399632
11.22399632,0.00399632
11.22899632,0.00399632
11.23399632,0.00399632
11.23899632,0.00399632
11.24399632,0.00399632
11.24899632,0.00399632
11.25399632,0.00399632
11.25899632,0.00399632
11.26399632,0.00399632
11.26899632,0.00399632
11.27399632,0.00399632
11.27899632,0.00399632
11.28399632,0.00399632
11.28899632,0.00399632
11.29399632,0.00399632
11.29899632,0.00399632
11.30399632,0.00399632
11.30899632,0.00399632
11.31399632,0.00399632
11.31899632,0.00399632
11.32399632,0.00399632
11.32899632,0.00399632
11.33399632,0.00399632
