X,SimNet_simple.sPDC.udpApp[0]/endToEndDelay:vector
61.646270096,0.0462701
61.844838096,0.0448381
62.043406096,0.0434061
62.241974096,0.0419741
62.446498096,0.0464981
62.645066096,0.0450661
62.843634096,0.0436341
63.042202096,0.0422021
63.246726096,0.0467261
63.445294096,0.0452941
63.643862096,0.0438621
63.842430096,0.0424301
64.040998096,0.0409981
64.245522096,0.0455221
64.444090096,0.0440901
64.642658096,0.0426581
64.841226096,0.0412261
65.045750096,0.0457501
65.244318096,0.0443181
65.442886096,0.0428861
65.641454096,0.0414541
65.845978096,0.0459781
66.044546096,0.0445461
66.243114096,0.0431141
66.441682096,0.0416821
66.646206096,0.0462061
66.844774096,0.0447741
67.043342096,0.0433421
67.241910096,0.0419101
67.446434096,0.0464341
67.645002096,0.0450021
67.843570096,0.0435701
68.042138096,0.0421381
68.246662096,0.0466621
68.445230096,0.0452301
68.643798096,0.0437981
68.842366096,0.0423661
69.046890096,0.0468901
69.245458096,0.0454581
69.444026096,0.0440261
69.642594096,0.0425941
69.846038096,0.0460381
