X,SimNet_simple.sPDC.udpApp[0]/endToEndDelay:vector
33.681722096,0.0817221
33.881982096,0.0819821
34.082242096,0.0822421
34.282502096,0.0825021
34.482762096,0.0827621
34.683022096,0.0830221
34.883282096,0.0832821
35.083722096,0.0837221
35.283982096,0.0839821
35.484242096,0.0842421
35.684502096,0.0845021
35.884762096,0.0847621
36.085022096,0.0850221
36.285282096,0.0852821
36.485542096,0.0855421
36.685802096,0.0858021
36.886062096,0.0860621
37.086322096,0.0863221
37.286582096,0.0865821
37.486842096,0.0868421
37.687102096,0.0871021
37.887362096,0.0873621
38.087622096,0.0876221
38.287882096,0.0878821
38.488142096,0.0881421
38.688402096,0.0884021
38.888662096,0.0886621
39.088922096,0.0889221
39.289182096,0.0891821
39.489442096,0.0894421
39.689702096,0.0897021
39.889962096,0.0899621
40.090222096,0.0902221
40.290482096,0.0904821
40.490742096,0.0907421
40.691002096,0.0910021
40.891262096,0.0912621
41.091522096,0.0915221
41.291782096,0.0917821
41.492042096,0.0920421
41.692302096,0.0923021
41.892562096,0.0925621
42.092822096,0.0928221
42.293082096,0.0930821
42.493342096,0.0933421
42.693602096,0.0936021
42.893862096,0.0938621
43.094122096,0.0941221
43.294382096,0.0943821
43.494642096,0.0946421
43.694902096,0.0949021
43.895162096,0.0951621
44.095422096,0.0954221
44.295682096,0.0956821
44.495942096,0.0959421
44.696202096,0.0962021
44.896462096,0.0964621
45.096722096,0.0967221
45.296982096,0.0969821
45.497242096,0.0972421
45.697502096,0.0975021
45.897762096,0.0977621
46.098022096,0.0980221
46.298282096,0.0982821
46.498542096,0.0985421
46.698802096,0.0988021
46.899062096,0.0990621
47.099322096,0.0993221
47.299582096,0.0995821
47.499842096,0.0998421
47.700102096,0.100102
47.900362096,0.100362
48.100622096,0.100622
48.300882096,0.100882
48.501142096,0.101142
48.701402096,0.101402
48.901662096,0.101662
49.101922096,0.101922
49.302182096,0.102182
49.502442096,0.102442
49.702702096,0.102702
49.902962096,0.102962
50.103222096,0.103222
50.303482096,0.103482
50.503742096,0.103742
50.704002096,0.104002
50.904262096,0.104262
51.104522096,0.104522
51.304782096,0.104782
51.505042096,0.105042
51.705302096,0.105302
51.905562096,0.105562
52.105822096,0.105822
52.306082096,0.106082
52.506342096,0.106342
52.706602096,0.106602
52.906862096,0.106862
53.107122096,0.107122
53.307382096,0.107382
53.509882096,0.109882
53.710142096,0.110142
53.910402096,0.110402
54.110662096,0.110662
54.310922096,0.110922
54.511182096,0.111182
54.711442096,0.111442
54.911702096,0.111702
55.111962096,0.111962
55.312222096,0.112222
55.512482096,0.112482
55.712742096,0.112742
55.913002096,0.113002
56.113262096,0.113262
56.313522096,0.113522
56.513782096,0.113782
56.714042096,0.114042
56.914302096,0.114302
57.114562096,0.114562
57.314822096,0.114822
57.515082096,0.115082
57.715342096,0.115342
57.915602096,0.115602
58.115862096,0.115862
58.316122096,0.116122
58.516382096,0.116382
58.716642096,0.116642
58.916902096,0.116902
59.117162096,0.117162
59.317422096,0.117422
59.517682096,0.117682
59.717942096,0.117942
59.918202096,0.118202
60.118462096,0.118462
60.318722096,0.118722
60.518982096,0.118982
60.719242096,0.119242
60.919502096,0.119502
61.119762096,0.119762
61.320022096,0.120022
61.520282096,0.120282
61.720542096,0.120542
61.920802096,0.120802
62.121062096,0.121062
62.321322096,0.121322
62.521582096,0.121582
62.722262096,0.122262
62.921442096,0.121442
63.120622096,0.120622
63.319802096,0.119802
63.518982096,0.118982
63.718162096,0.118162
63.917342096,0.117342
64.116522096,0.116522
64.315702096,0.115702
64.514882096,0.114882
64.714062096,0.114062
64.913242096,0.113242
65.112602096,0.112602
65.311782096,0.111782
65.510962096,0.110962
65.710142096,0.110142
65.909322096,0.109322
66.108502096,0.108502
66.307682096,0.107682
66.506862096,0.106862
66.706042096,0.106042
66.905222096,0.105222
67.104402096,0.104402
67.303582096,0.103582
67.502762096,0.102762
67.701942096,0.101942
67.901122096,0.101122
68.100302096,0.100302
68.299482096,0.0994821
68.498662096,0.0986621
68.697842096,0.0978421
68.897022096,0.0970221
69.096202096,0.0962021
69.295382096,0.0953821
69.494562096,0.0945621
69.693742096,0.0937421
69.892922096,0.0929221
